國立成功大學,會計學系,項目：修課紀錄 ( B )、多元表現 ( E、F、I )、學習歷程自述 ( N、O ) 
國立成功大學,企業管理學系,項目：基本資料 ( A )、修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( I )、學習歷程自述 ( O )、其他 ( Q.有利審查資料 ) 
國立成功大學,醫學系,項目：基本資料 ( A )、其他 ( Q.錄影同意書 ) 
國立成功大學,醫學系(公費生),項目：基本資料 ( A )、其他 ( Q.錄影同意書 ) 
國立成功大學,牙醫學系,項目：修課紀錄 ( B )、多元表現 ( E、F、K )、學習歷程自述 ( N ) 
國立成功大學,醫學檢驗生物技術學系,項目：基本資料 ( A )、修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( I )、學習歷程自述 ( N )、其他 ( Q.有利於備審之資料 ) 
國立成功大學,護理學系,項目：基本資料 ( A )、多元表現 ( G、I )、學習歷程自述 ( N、O )、其他 ( Q.其他有助審查文件 ) 
國立成功大學,物理治療學系,項目：修課紀錄 ( B )、多元表現 ( E、F )、學習歷程自述 ( N、O )、其他 ( Q.其他有利審查資料 ) 
國立成功大學,職能治療學系,項目：修課紀錄 ( B )、多元表現 ( F、K )、學習歷程自述 ( N、O )、其他 ( Q.有利資料，如說明 ) 
國立成功大學,藥學系,項目：其他 ( Q.個人簡歷 ) 
國立成功大學,政治學系,項目：修課紀錄 ( B )、多元表現 ( E、F、G )、學習歷程自述 ( N、O ) 
