college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select
淡江大學,國際企業學系國際商學全英語組,國文,--,5.0,英文,均標,3.0,數學B,--,4.0,,,,,,,*1.00,*2.00,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測英文級分二、學測數學B級分三、審查資料四、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分
銘傳大學,國際企業學系外貿行銷管理組（臺北校區）,國文,底標,5,英文,底標,3,數學B,底標,--,社會,底標,3,,,,*1.25,*1.25,--,*1.00,,40%,審查資料,--,40%,面試,70分,30%,,,,,,,,,,一、面試二、學測英文級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、H、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測國文級分　四、學測社會級分
淡江大學,國際企業學系經貿管理組,國文,--,5.0,英文,--,5.0,數學B,後標,3.0,,,,,,,*1.00,*1.50,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測英文級分二、學測數學B級分三、審查資料四、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分
長榮大學,國際企業學系貿易物流組,國文,底標,4.0,,,,,,,,,,,,,*1.00,,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、審查資料四、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、I、M、N)、學習歷程自述(P、Q)、其他(R.其他有利審查之資料) ,一、學測國文級分
長榮大學,國際企業學系跨境行銷組,國文,底標,15.0,英文,--,4.0,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、I、M、N)、學習歷程自述(P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、英文之級分總和　二、學測國文級分
銘傳大學,國際企業學系跨境電商經營組（臺北校區）,國文,底標,5.0,英文,底標,3.0,數學B,底標,3.0,社會,底標,3.0,,,,*1.25,*1.00,*1.00,*1.50,,40%,審查資料,--,40%,面試,70分,30%,,,,,,,,,,一、面試二、學測社會級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、H、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測社會級分　三、學測國文級分　四、學測英文級分
逢甲大學,國際企業管理全英語學士學位學程,國文,--,--,英文,均標,3,數學B,--,--,社會,--,--,國英數B社,--,5,*1.00,*2.00,*1.50,*1.00,--,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、指定項目甄試成績二、學科能力測驗成績三、學測英文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有助審查資料) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
中國文化大學,國際企業管理學系,國文,底標,--,英文,--,--,社會,--,3,,,,,,,*2.00,*1.50,*2.00,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測社會級分　三、學測英文級分
實踐大學,國際企業管理學系兩岸工商管理組(高雄校區),社會,底標,5.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測社會級分
實踐大學,國際企業管理學系德國商務組(高雄校區),英文,底標,5.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測英文級分
實踐大學,國際企業管理學系日韓商務組(高雄校區),國文,底標,--,國英,--,5.5,,,,,,,,,,--,--,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文之級分總和
實踐大學,國際企業管理學系東南亞商務組(高雄校區),國文,底標,5.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測國文級分
義守大學,國際企業經營學系(國際學院),英文,均標,3.5,,,,,,,,,,,,,*1.00,,,,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、學測英文級分二、面試三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測英文級分
銘傳大學,國際企業與貿易學士學位學程（全英語授課．臺北校區）,英文,後標,4,數學B,--,--,社會,--,3,,,,,,,*2.00,*1.00,*1.00,,,30%,審查資料,--,30%,面試,70分,40%,,,,,,,,,,一、學測英文級分二、審查資料三、面試,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、I、L、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學B、社會之級分總和　二、學測英文級分
真理大學,國際企業與貿易學系,國文,底標,3.0,英文,--,3.0,社會,--,3.0,,,,,,,*2.00,*2.00,*1.50,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、審查資料二、面試三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、I、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、社會之級分總和
真理大學,國際企業與貿易學系(青年儲蓄帳戶組),國文,底標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,,,,,,,,,,,,,一、審查資料,項目：其他(R.體驗資歷（體驗學習報告及雙週誌）) ,(無)
實踐大學,國際企業英語學士學位學程(臺北校區),國文,--,--,英文,後標,3,,,,,,,,,,*1.00,*2.00,,,,15%,審查資料,--,15%,英文面試,--,45%,,,,,,,,,,一、指定項目甄試成績二、學測英文級分三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和　二、學測英文級分　三、學測國文級分
義守大學,國際商務學系,國文,--,--,英文,後標,3,,,,,,,,,,*1.50,*2.00,,,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、審查資料二、面試三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測英文級分　三、學測國文級分
東海大學,國際學院國際經營管理學位學程,英文,均標,3,社會,--,--,,,,,,,,,,*2.00,*1.00,,,,35%,審查資料,--,35%,英文面試,--,35%,,,,,,,,,,一、英文面試二、學測英文級分三、審查資料,項目：修課紀錄(A)、多元表現(F、I、M、N) ,一、學測英文、社會之級分總和　二、學測英文級分　三、學測社會級分
國立中山大學,國際經營管理全英語學士學位學程,英文,均標,8,數學B,均標,3,社會,均標,--,,,,,,,*1.50,*1.25,--,,,30%,審查資料,--,30%,面試,--,30%,,,,,,,,,,一、審查資料二、面試三、學測英文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(H、J、L、M、N)、學習歷程自述(P、Q) ,一、學測英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分　四、學測社會級分
東吳大學,國際經營與貿易學系,國文,均標,--,英文,前標,4,數學B,均標,--,國數B,--,3,,,,*1.00,*2.00,*1.00,--,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測英文級分二、學測國文級分三、學測數學B級分四、審查資料,項目：修課紀錄(A)、多元表現(F、K、M、N)、學習歷程自述(Q)、其他(R.本系自訂個人資料表、S.其他有利審查項目) ,一、學測國文、英文、數學B之級分總和
國立政治大學,國際經營與貿易學系,國文,前標,5,英文,前標,4,數學A,前標,3,社會,--,--,國英數A社,--,6,*1.50,*2.00,*2.00,*1.00,--,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、H、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、社會之級分總和　二、學測英文級分
中原大學,國際經營與貿易學系,國文,--,5.0,英文,--,3.0,社會,後標,5.0,,,,,,,*1.00,*1.50,--,,,30%,審查資料,--,30%,面試,60分,30%,,,,,,,,,,一、學測英文級分二、學測國文級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、H、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分
東海大學,國際經營與貿易學系,國文,--,4.0,英文,均標,3.0,數學B,--,4.0,,,,,,,*1.75,*2.00,*1.50,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測英文級分二、學測國英數B級分總和三、審查資料四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、I、K、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測國文級分　四、學測數學B級分
逢甲大學,國際經營與貿易學系,國文,--,--,英文,均標,--,數學B,後標,--,社會,--,--,國英數B社,--,3,*1.00,*2.00,*1.00,*1.00,--,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、學測英文級分三、學測國文級分四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有助於審查資料) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分
國立屏東大學,國際經營與貿易學系,國文,--,--,英文,底標,4,數學B,--,--,社會,--,--,,,,*1.00,*1.50,*1.50,*1.00,,50%,審查資料,--,50%,,,,,,,,,,,,,一、指定項目甄試成績二、學測英文級分三、學測數學B級分四、學測國英數B社級分總和,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、J、K、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
實踐大學,國際經營與貿易學系(臺北校區),國文,--,5,英文,底標,3,社會,--,--,,,,,,,*1.00,*1.00,*1.00,,,20%,審查資料,--,20%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(G、H、I、L、N)、學習歷程自述(Q)、其他(R.有助審查之相關資料) ,一、學測國文、英文、社會之級分總和　二、學測國文級分
義守大學,國際財務金融學系(國際學院),英文,均標,3.0,,,,,,,,,,,,,*1.00,,,,,30%,審查資料,--,30%,面試,--,30%,,,,,,,,,,一、審查資料二、面試三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測英文級分
中國文化大學,國際貿易學系,國文,--,--,英文,底標,3,社會,--,--,,,,,,,*1.00,*1.25,*1.00,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學科能力測驗成績二、面試三、審查資料四、學測英文級分,項目：修課紀錄(A)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測英文級分　三、學測國文級分
實踐大學,國際貿易學系商務英文組(高雄校區),英文,底標,8.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測英文級分
實踐大學,國際貿易學系外匯金融組(高雄校區),社會,底標,7.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測社會級分
實踐大學,國際貿易學系數位電商經營組(高雄校區),自然,底標,8.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測自然級分
實踐大學,國際貿易學系跨境會展組(高雄校區),國文,底標,7.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測國文級分
銘傳大學,應用統計與資料科學學系大數據管理組（桃園校區）,國文,底標,8.0,社會,--,3.0,,,,,,,,,,*2.00,*1.50,,,,30%,審查資料,--,30%,面試,70分,40%,,,,,,,,,,一、面試二、學測社會級分三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、社會之級分總和　二、學測國文級分
銘傳大學,應用統計與資料科學學系應用統計組（桃園校區）,國文,底標,8.0,數學B,--,3.0,,,,,,,,,,*2.00,*1.50,,,,30%,審查資料,--,30%,面試,70分,40%,,,,,,,,,,一、面試二、學測數學B級分三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、數學B之級分總和　二、學測國文級分
國立中興大學,應用經濟學系,國文,均標,--,英文,均標,3,數學A,均標,5,國英數A,--,10,英聽,B級,--,*1.00,*2.00,*1.50,--,--,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測英文級分二、學測數學A級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分
國立嘉義大學,應用經濟學系,國文,後標,20.0,英文,後標,10.0,數學B,均標,3.0,,,,,,,*1.00,*1.00,*1.50,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測數學B級分二、學測英文級分三、指定項目甄試成績四、學測國文級分,項目：修課紀錄(A)、課程學習成果(E)、多元表現(F、L、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立高雄大學,應用經濟學系,國文,均標,--,英文,均標,6,數學B,均標,3,,,,,,,*1.00,*1.50,*1.50,,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、學科能力測驗成績三、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和
佛光大學,應用經濟學系(國際商務組),國文,--,--,社會,底標,3,,,,,,,,,,*1.00,*1.00,,,,5%,審查資料,--,5%,面試,--,45%,,,,,,,,,,一、面試二、學測社會級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P) ,一、學測國文、社會之級分總和
佛光大學,應用經濟學系(財務金融組),國文,--,5.0,社會,底標,3.0,,,,,,,,,,*1.00,*1.00,,,,5%,審查資料,--,5%,面試,--,45%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P) ,一、學測國文、社會之級分總和
國立宜蘭大學,應用經濟與管理學系,國文,--,--,英文,均標,3,數學B,--,--,社會,--,--,國數B社,--,4.5,*1.00,*2.00,*1.00,*1.00,--,30%,審查資料,--,30%,口試,--,40%,,,,,,,,,,一、口試二、學科能力測驗成績三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學B、社會之級分總和
國立臺灣大學,會計學系,國文,頂標,--,英文,頂標,2.5,數學A,頂標,2.5,國英數A,--,4,,,,*1.00,*1.00,*1.50,--,,50%,審查資料,70分,50%,口試,70分,25%,,,,,,,,,,一、學測國英數A級分總和二、口試三、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表、S.其他有利資料) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分
國立中興大學,會計學系,國文,前標,--,英文,前標,3,數學B,前標,5,社會,均標,--,國英數B社,--,10,*1.00,*2.00,*2.00,*1.00,--,50%,審查資料,--,50%,,,,,,,,,,,,,一、學科能力測驗成績二、學測數學B級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和
國立成功大學,會計學系,國文,均標,--,英文,前標,3,數學B,前標,5,社會,均標,--,國英數B社,--,10,*1.00,*1.00,*1.00,*1.00,--,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學科能力測驗成績二、學測英文級分三、學測數學B級分四、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(J、K、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分
東吳大學,會計學系,國文,均標,5,英文,均標,--,數學B,均標,--,英數B,--,3,,,,*1.00,*1.50,*1.50,--,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、M、N)、學習歷程自述(O、P、Q)、其他(R.本系自訂個人資料表、S.其他有利審查項目) ,一、學測國文、英文、數學B之級分總和
國立政治大學,會計學系,國文,前標,--,英文,前標,2.5,數學A,前標,2.5,國英數A,--,5,,,,*1.00,*1.00,*1.00,--,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、H、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
中原大學,會計學系,國文,--,4,英文,--,3,數學B,均標,--,社會,--,5,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,面試,60分,20%,,,,,,,,,,一、學測國英數B社級分總和二、審查資料三、面試四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、I、L、N)、學習歷程自述(P、Q)、其他(R.其他有利審查項目) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測社會級分
東海大學,會計學系,國文,後標,--,英文,--,--,數學B,後標,--,國英數B,--,3,,,,*2.00,*2.00,*1.50,--,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、面試二、審查資料三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、H、L、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測國文級分　四、學測數學B級分
淡江大學,會計學系,國文,--,3,英文,--,3,數學B,後標,3,社會,--,--,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測英文級分二、學測數學B級分三、面試四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分
逢甲大學,會計學系,國文,--,4,英文,後標,3,數學B,--,--,社會,均標,5,,,,*1.00,*2.00,*1.50,*1.00,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測國文級分三、學測英文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有助於審查資料) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測數學B級分
中國文化大學,會計學系,國文,底標,3,英文,--,--,數學B,--,--,,,,,,,*2.00,*2.00,*1.00,,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、審查資料二、學測國英數B級分總和三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、多元表現(F、G、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分　三、學測英文級分
靜宜大學,會計學系,國文,後標,3,英文,--,--,,,,,,,,,,*1.00,*1.00,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、審查資料二、學測國文級分三、學測英文級分四、面試,項目：修課紀錄(A)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文之級分總和　二、學測國文級分　三、學測英文級分
輔仁大學,會計學系,國文,均標,--,英文,均標,3,數學B,--,5,國英數B,--,10,,,,*1.00,*1.50,*1.00,--,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測國英數B級分總和二、學測英文級分三、學測數學B級分四、審查資料,項目：修課紀錄(A)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查項目) ,一、學測國文、英文、數學B之級分總和
